File Name,Time Stamp,Storage Group,Sample,Day of Experiment,Ripening Index Classification
T10_d08_406_a_2,2022-04-11 12:27,T10,406,8,2
T10_d08_406_b_2,2022-04-11 12:27,T10,406,8,2
T10_d09_406_a_2,2022-04-12 12:55,T10,406,9,2
T10_d09_406_b_2,2022-04-12 12:55,T10,406,9,2
T10_d10_406_a_2,2022-04-13 12:23,T10,406,10,2
T10_d10_406_b_2,2022-04-13 12:23,T10,406,10,2
T10_d11_406_a_3,2022-04-14 13:17,T10,406,11,3
T10_d11_406_b_3,2022-04-14 13:17,T10,406,11,3
T10_d12_406_a_3,2022-04-15 17:11,T10,406,12,3
T10_d12_406_b_3,2022-04-15 17:11,T10,406,12,3
T10_d13_406_a_3,2022-04-16 13:57,T10,406,13,3
T10_d13_406_b_3,2022-04-16 13:57,T10,406,13,3
T10_d14_406_a_4,2022-04-17 16:04,T10,406,14,4
T10_d14_406_b_4,2022-04-17 16:04,T10,406,14,4
T10_d15_406_a_4,2022-04-18 16:12,T10,406,15,4
T10_d15_406_b_4,2022-04-18 16:12,T10,406,15,4
T10_d16_406_a_4,2022-04-19 13:36,T10,406,16,4
T10_d16_406_b_4,2022-04-19 13:36,T10,406,16,4
T10_d17_406_a_5,2022-04-20 13:25,T10,406,17,5
T10_d17_406_b_5,2022-04-20 13:25,T10,406,17,5
T10_d18_406_a_5,2022-04-21 14:28,T10,406,18,5
T10_d18_406_b_5,2022-04-21 14:28,T10,406,18,5
T10_d19_406_a_5,2022-04-22 13:45,T10,406,19,5
T10_d19_406_b_5,2022-04-22 13:46,T10,406,19,5
T10_d20_406_a_5,2022-04-23 13:27,T10,406,20,5
T10_d20_406_b_5,2022-04-23 13:27,T10,406,20,5
T10_d21_406_a_5,2022-04-24 15:29,T10,406,21,5
T10_d21_406_b_5,2022-04-24 15:29,T10,406,21,5
T10_d22_406_a_5,2022-04-25 15:32,T10,406,22,5
T10_d22_406_b_5,2022-04-25 15:32,T10,406,22,5
T10_d23_406_a_5,2022-04-26 13:19,T10,406,23,5
T10_d23_406_b_5,2022-04-26 13:19,T10,406,23,5
T10_d24_406_a_5,2022-04-27 16:04,T10,406,24,5
T10_d24_406_b_5,2022-04-27 16:04,T10,406,24,5
T10_d25_406_a_5,2022-04-28 20:05,T10,406,25,5
T10_d25_406_b_5,2022-04-28 20:06,T10,406,25,5
T10_d26_406_a_5,2022-04-29 14:45,T10,406,26,5
T10_d26_406_b_5,2022-04-29 14:45,T10,406,26,5
Tam_d01_407_a_1,2022-04-03 17:35,Tam,407,1,1
Tam_d01_407_b_1,2022-04-03 17:35,Tam,407,1,1
Tam_d02_407_a_1,2022-04-05 18:09,Tam,407,2,1
Tam_d02_407_b_1,2022-04-05 18:09,Tam,407,2,1
Tam_d03_407_a_2,2022-04-06 18:09,Tam,407,3,2
Tam_d03_407_b_2,2022-04-06 18:09,Tam,407,3,2
Tam_d04_407_a_2,2022-04-07 16:16,Tam,407,4,2
Tam_d04_407_b_2,2022-04-07 16:16,Tam,407,4,2
Tam_d05_407_a_2,2022-04-08 17:51,Tam,407,5,2
Tam_d05_407_b_2,2022-04-08 17:51,Tam,407,5,2
Tam_d06_407_a_2,2022-04-09 17:14,Tam,407,6,2
Tam_d06_407_b_2,2022-04-09 17:14,Tam,407,6,2
Tam_d07_407_a_3,2022-04-10 16:26,Tam,407,7,3
Tam_d07_407_b_3,2022-04-10 16:26,Tam,407,7,3
Tam_d08_407_a_4,2022-04-11 17:08,Tam,407,8,4
Tam_d08_407_b_4,2022-04-11 17:08,Tam,407,8,4
Tam_d09_407_a_4,2022-04-12 16:37,Tam,407,9,4
Tam_d09_407_b_4,2022-04-12 16:37,Tam,407,9,4
Tam_d10_407_a_5,2022-04-13 15:57,Tam,407,10,5
Tam_d10_407_b_5,2022-04-13 15:57,Tam,407,10,5
Tam_d11_407_a_5,2022-04-14 18:19,Tam,407,11,5
Tam_d11_407_b_5,2022-04-14 18:19,Tam,407,11,5
T10_d01_408_a_1,2022-04-04 11:32,T10,408,1,1
T10_d01_408_b_1,2022-04-04 11:32,T10,408,1,1
T10_d02_408_a_1,2022-04-05 12:35,T10,408,2,1
T10_d02_408_b_1,2022-04-05 12:35,T10,408,2,1
T10_d03_408_a_1,2022-04-06 12:42,T10,408,3,1
T10_d03_408_b_1,2022-04-06 12:42,T10,408,3,1
T10_d04_408_a_1,2022-04-07 12:09,T10,408,4,1
T10_d04_408_b_1,2022-04-07 12:09,T10,408,4,1
T10_d05_408_a_1,2022-04-08 12:49,T10,408,5,1
T10_d05_408_b_1,2022-04-08 12:49,T10,408,5,1
T10_d06_408_a_1,2022-04-09 12:55,T10,408,6,1
T10_d06_408_b_1,2022-04-09 12:56,T10,408,6,1
T10_d07_408_a_1,2022-04-10 12:26,T10,408,7,1
T10_d07_408_b_1,2022-04-10 12:26,T10,408,7,1
T10_d08_408_a_1,2022-04-11 12:27,T10,408,8,1
T10_d08_408_b_1,2022-04-11 12:27,T10,408,8,1
T10_d09_408_a_2,2022-04-12 12:55,T10,408,9,2
T10_d09_408_b_2,2022-04-12 12:55,T10,408,9,2
T10_d10_408_a_2,2022-04-13 12:23,T10,408,10,2
T10_d10_408_b_2,2022-04-13 12:23,T10,408,10,2
T10_d11_408_a_3,2022-04-14 13:17,T10,408,11,3
T10_d11_408_b_3,2022-04-14 13:18,T10,408,11,3
T10_d12_408_a_3,2022-04-15 17:12,T10,408,12,3
T10_d12_408_b_3,2022-04-15 17:12,T10,408,12,3
T10_d13_408_a_3,2022-04-16 13:57,T10,408,13,3
T10_d13_408_b_3,2022-04-16 13:58,T10,408,13,3
T10_d14_408_a_3,2022-04-17 16:04,T10,408,14,3
T10_d14_408_b_3,2022-04-17 16:04,T10,408,14,3
T10_d15_408_a_3,2022-04-18 16:12,T10,408,15,3
T10_d15_408_b_3,2022-04-18 16:12,T10,408,15,3
T10_d16_408_a_3,2022-04-19 13:36,T10,408,16,3
T10_d16_408_b_3,2022-04-19 13:36,T10,408,16,3
T10_d17_408_a_4,2022-04-20 13:26,T10,408,17,4
T10_d17_408_b_4,2022-04-20 13:26,T10,408,17,4
T10_d18_408_a_4,2022-04-21 14:28,T10,408,18,4
T10_d18_408_b_4,2022-04-21 14:28,T10,408,18,4
T10_d19_408_a_4,2022-04-22 13:46,T10,408,19,4
T10_d19_408_b_4,2022-04-22 13:46,T10,408,19,4
T10_d20_408_a_4,2022-04-23 13:27,T10,408,20,4
T10_d20_408_b_4,2022-04-23 13:27,T10,408,20,4
T10_d21_408_a_4,2022-04-24 15:29,T10,408,21,4
T10_d21_408_b_4,2022-04-24 15:29,T10,408,21,4
T10_d22_408_a_4,2022-04-25 15:33,T10,408,22,4
T10_d22_408_b_4,2022-04-25 15:33,T10,408,22,4
T10_d23_408_a_5,2022-04-26 13:19,T10,408,23,5
T10_d23_408_b_5,2022-04-26 13:19,T10,408,23,5
T10_d24_408_a_5,2022-04-27 16:04,T10,408,24,5
T10_d24_408_b_5,2022-04-27 16:04,T10,408,24,5
T10_d25_408_a_5,2022-04-28 20:06,T10,408,25,5
T10_d25_408_b_5,2022-04-28 20:06,T10,408,25,5
T10_d26_408_a_5,2022-04-29 14:45,T10,408,26,5
T10_d26_408_b_5,2022-04-29 14:45,T10,408,26,5
T20_d01_409_a_1,2022-04-04 19:49,T20,409,1,1
T20_d01_409_b_1,2022-04-04 19:49,T20,409,1,1
T20_d02_409_a_1,2022-04-05 15:10,T20,409,2,1
T20_d02_409_b_1,2022-04-05 15:11,T20,409,2,1
T20_d03_409_a_2,2022-04-06 14:24,T20,409,3,2
T20_d03_409_b_2,2022-04-06 14:24,T20,409,3,2
T20_d04_409_a_2,2022-04-07 14:24,T20,409,4,2
T20_d04_409_b_2,2022-04-07 14:24,T20,409,4,2
T20_d05_409_a_2,2022-04-08 15:22,T20,409,5,2
T20_d05_409_b_2,2022-04-08 15:22,T20,409,5,2
T20_d06_409_a_3,2022-04-09 15:26,T20,409,6,3
T20_d06_409_b_3,2022-04-09 15:26,T20,409,6,3
T20_d07_409_a_4,2022-04-10 15:43,T20,409,7,4
T20_d07_409_b_4,2022-04-10 15:43,T20,409,7,4
T20_d08_409_a_4,2022-04-11 15:02,T20,409,8,4
T20_d08_409_b_4,2022-04-11 15:02,T20,409,8,4
T20_d09_409_a_4,2022-04-12 15:56,T20,409,9,4
T20_d09_409_b_4,2022-04-12 15:56,T20,409,9,4
T20_d10_409_a_5,2022-04-13 13:13,T20,409,10,5
T20_d10_409_b_5,2022-04-13 13:13,T20,409,10,5
T20_d11_409_a_5,2022-04-14 15:46,T20,409,11,5
T20_d11_409_b_5,2022-04-14 15:46,T20,409,11,5
T10_d01_410_a_1,2022-04-04 10:51,T10,410,1,1
T10_d01_410_b_1,2022-04-04 10:51,T10,410,1,1
T10_d02_410_a_1,2022-04-05 11:28,T10,410,2,1
T10_d02_410_b_1,2022-04-05 11:28,T10,410,2,1
T10_d03_410_a_1,2022-04-06 12:01,T10,410,3,1
T10_d03_410_b_1,2022-04-06 12:01,T10,410,3,1
T10_d04_410_a_1,2022-04-07 11:34,T10,410,4,1
T10_d04_410_b_1,2022-04-07 11:34,T10,410,4,1
T10_d05_410_a_1,2022-04-08 12:20,T10,410,5,1
T10_d05_410_b_1,2022-04-08 12:20,T10,410,5,1
T10_d06_410_a_1,2022-04-09 12:36,T10,410,6,1
T10_d06_410_b_1,2022-04-09 12:36,T10,410,6,1
T10_d07_410_a_1,2022-04-10 12:54,T10,410,7,1
T10_d07_410_b_1,2022-04-10 12:54,T10,410,7,1
T10_d08_410_a_1,2022-04-11 11:57,T10,410,8,1
T10_d08_410_b_1,2022-04-11 11:57,T10,410,8,1
T10_d09_410_a_2,2022-04-12 12:27,T10,410,9,2
T10_d09_410_b_2,2022-04-12 12:27,T10,410,9,2
T10_d10_410_a_2,2022-04-13 11:58,T10,410,10,2
T10_d10_410_b_2,2022-04-13 11:58,T10,410,10,2
T10_d11_410_a_3,2022-04-14 12:43,T10,410,11,3
T10_d11_410_b_3,2022-04-14 12:43,T10,410,11,3
T10_d12_410_a_3,2022-04-15 16:50,T10,410,12,3
T10_d12_410_b_3,2022-04-15 16:50,T10,410,12,3
T10_d13_410_a_3,2022-04-16 14:27,T10,410,13,3
T10_d13_410_b_3,2022-04-16 14:28,T10,410,13,3
T10_d14_410_a_3,2022-04-17 15:46,T10,410,14,3
T10_d14_410_b_3,2022-04-17 15:46,T10,410,14,3
T10_d15_410_a_3,2022-04-18 16:33,T10,410,15,3
T10_d15_410_b_3,2022-04-18 16:33,T10,410,15,3
T10_d16_410_a_3,2022-04-19 13:11,T10,410,16,3
T10_d16_410_b_3,2022-04-19 13:11,T10,410,16,3
T10_d17_410_a_4,2022-04-20 12:50,T10,410,17,4
T10_d17_410_b_4,2022-04-20 12:50,T10,410,17,4
T10_d18_410_a_4,2022-04-21 14:09,T10,410,18,4
T10_d18_410_b_4,2022-04-21 14:09,T10,410,18,4
T10_d19_410_a_4,2022-04-22 13:23,T10,410,19,4
T10_d19_410_b_4,2022-04-22 13:23,T10,410,19,4
T10_d20_410_a_4,2022-04-23 13:51,T10,410,20,4
T10_d20_410_b_4,2022-04-23 13:51,T10,410,20,4
T10_d21_410_a_4,2022-04-24 15:05,T10,410,21,4
T10_d21_410_b_4,2022-04-24 15:05,T10,410,21,4
T10_d22_410_a_4,2022-04-25 15:56,T10,410,22,4
T10_d22_410_b_4,2022-04-25 15:56,T10,410,22,4
T10_d23_410_a_4,2022-04-26 12:53,T10,410,23,4
T10_d23_410_b_4,2022-04-26 12:53,T10,410,23,4
T10_d24_410_a_5,2022-04-27 16:37,T10,410,24,5
T10_d24_410_b_5,2022-04-27 16:37,T10,410,24,5
T10_d25_410_a_5,2022-04-28 19:37,T10,410,25,5
T10_d25_410_b_5,2022-04-28 19:38,T10,410,25,5
T10_d26_410_a_5,2022-04-29 15:06,T10,410,26,5
T10_d26_410_b_5,2022-04-29 15:06,T10,410,26,5
T10_d01_411_a_1,2022-04-03 18:43,T10,411,1,1
T10_d01_411_b_1,2022-04-03 18:44,T10,411,1,1
T10_d02_411_a_1,2022-04-05 10:56,T10,411,2,1
T10_d02_411_b_1,2022-04-05 10:56,T10,411,2,1
T10_d03_411_a_1,2022-04-06 10:31,T10,411,3,1
T10_d03_411_b_1,2022-04-06 10:31,T10,411,3,1
T10_d04_411_a_1,2022-04-07 10:27,T10,411,4,1
T10_d04_411_b_1,2022-04-07 10:27,T10,411,4,1
T10_d05_411_a_1,2022-04-08 11:04,T10,411,5,1
T10_d05_411_b_1,2022-04-08 11:05,T10,411,5,1
T10_d06_411_a_1,2022-04-09 11:10,T10,411,6,1
T10_d06_411_b_1,2022-04-09 11:10,T10,411,6,1
T10_d07_411_a_1,2022-04-10 11:15,T10,411,7,1
T10_d07_411_b_1,2022-04-10 11:15,T10,411,7,1
T10_d08_411_a_1,2022-04-11 10:44,T10,411,8,1
T10_d08_411_b_1,2022-04-11 10:44,T10,411,8,1
T10_d09_411_a_2,2022-04-12 11:01,T10,411,9,2
T10_d09_411_b_2,2022-04-12 11:01,T10,411,9,2
T10_d10_411_a_2,2022-04-13 10:57,T10,411,10,2
T10_d10_411_b_2,2022-04-13 10:57,T10,411,10,2
T10_d11_411_a_3,2022-04-14 11:08,T10,411,11,3
T10_d11_411_b_3,2022-04-14 11:09,T10,411,11,3
T10_d12_411_a_3,2022-04-15 17:31,T10,411,12,3
T10_d12_411_b_3,2022-04-15 17:31,T10,411,12,3
T10_d13_411_a_3,2022-04-16 13:22,T10,411,13,3
T10_d13_411_b_3,2022-04-16 13:22,T10,411,13,3
T10_d14_411_a_3,2022-04-17 14:54,T10,411,14,3
T10_d14_411_b_3,2022-04-17 14:54,T10,411,14,3
T10_d15_411_a_3,2022-04-18 15:01,T10,411,15,3
T10_d15_411_b_3,2022-04-18 15:01,T10,411,15,3
T10_d16_411_a_3,2022-04-19 12:48,T10,411,16,3
T10_d16_411_b_3,2022-04-19 12:48,T10,411,16,3
T10_d17_411_a_3,2022-04-20 11:53,T10,411,17,3
T10_d17_411_b_3,2022-04-20 11:53,T10,411,17,3
T10_d18_411_a_3,2022-04-21 13:11,T10,411,18,3
T10_d18_411_b_3,2022-04-21 13:11,T10,411,18,3
T10_d19_411_a_4,2022-04-22 12:31,T10,411,19,4
T10_d19_411_b_4,2022-04-22 12:31,T10,411,19,4
T10_d20_411_a_4,2022-04-23 13:03,T10,411,20,4
T10_d20_411_b_4,2022-04-23 13:03,T10,411,20,4
T10_d21_411_a_4,2022-04-24 14:02,T10,411,21,4
T10_d21_411_b_4,2022-04-24 14:02,T10,411,21,4
T10_d22_411_a_4,2022-04-25 15:06,T10,411,22,4
T10_d22_411_b_4,2022-04-25 15:07,T10,411,22,4
T10_d23_411_a_5,2022-04-26 11:33,T10,411,23,5
T10_d23_411_b_5,2022-04-26 11:33,T10,411,23,5
T10_d24_411_a_5,2022-04-27 14:45,T10,411,24,5
T10_d24_411_b_5,2022-04-27 14:45,T10,411,24,5
T10_d25_411_a_5,2022-04-28 18:30,T10,411,25,5
T10_d25_411_b_5,2022-04-28 18:30,T10,411,25,5
T10_d26_411_a_5,2022-04-29 13:55,T10,411,26,5
T10_d26_411_b_5,2022-04-29 13:55,T10,411,26,5
T20_d01_412_a_1,2022-04-04 19:21,T20,412,1,1
T20_d01_412_b_1,2022-04-04 19:21,T20,412,1,1
T20_d02_412_a_2,2022-04-05 14:34,T20,412,2,2
T20_d02_412_b_2,2022-04-05 14:35,T20,412,2,2
T20_d03_412_a_2,2022-04-06 15:31,T20,412,3,2
T20_d03_412_b_2,2022-04-06 15:31,T20,412,3,2
T20_d04_412_a_3,2022-04-07 14:57,T20,412,4,3
T20_d04_412_b_3,2022-04-07 14:57,T20,412,4,3
T20_d05_412_a_3,2022-04-08 16:23,T20,412,5,3
T20_d05_412_b_3,2022-04-08 16:23,T20,412,5,3
T20_d06_412_a_3,2022-04-09 15:55,T20,412,6,3
T20_d06_412_b_3,2022-04-09 15:55,T20,412,6,3
T20_d07_412_a_4,2022-04-10 14:44,T20,412,7,4
T20_d07_412_b_4,2022-04-10 14:44,T20,412,7,4
T20_d08_412_a_4,2022-04-11 15:42,T20,412,8,4
T20_d08_412_b_4,2022-04-11 15:42,T20,412,8,4
T20_d09_412_a_5,2022-04-12 15:13,T20,412,9,5
T20_d09_412_b_5,2022-04-12 15:13,T20,412,9,5
T20_d10_412_a_5,2022-04-13 13:39,T20,412,10,5
T20_d10_412_b_5,2022-04-13 13:39,T20,412,10,5
T20_d11_412_a_5,2022-04-14 17:00,T20,412,11,5
T20_d11_412_b_5,2022-04-14 17:01,T20,412,11,5
T10_d01_413_a_1,2022-04-04 12:04,T10,413,1,1
T10_d01_413_b_1,2022-04-04 12:05,T10,413,1,1
T10_d02_413_a_1,2022-04-05 12:03,T10,413,2,1
T10_d02_413_b_1,2022-04-05 12:04,T10,413,2,1
T10_d03_413_a_1,2022-04-06 11:23,T10,413,3,1
T10_d03_413_b_1,2022-04-06 11:23,T10,413,3,1
T10_d04_413_a_1,2022-04-07 10:57,T10,413,4,1
T10_d04_413_b_1,2022-04-07 10:57,T10,413,4,1
T10_d05_413_a_1,2022-04-08 11:37,T10,413,5,1
T10_d05_413_b_1,2022-04-08 11:37,T10,413,5,1
T10_d06_413_a_1,2022-04-09 12:01,T10,413,6,1
T10_d06_413_b_1,2022-04-09 12:01,T10,413,6,1
T10_d07_413_a_1,2022-04-10 11:54,T10,413,7,1
T10_d07_413_b_1,2022-04-10 11:54,T10,413,7,1
T10_d08_413_a_1,2022-04-11 11:20,T10,413,8,1
T10_d08_413_b_1,2022-04-11 11:20,T10,413,8,1
T10_d09_413_a_2,2022-04-12 11:34,T10,413,9,2
T10_d09_413_b_2,2022-04-12 11:34,T10,413,9,2
T10_d10_413_a_2,2022-04-13 11:28,T10,413,10,2
T10_d10_413_b_2,2022-04-13 11:28,T10,413,10,2
T10_d11_413_a_3,2022-04-14 11:58,T10,413,11,3
T10_d11_413_b_3,2022-04-14 11:58,T10,413,11,3
T10_d12_413_a_3,2022-04-15 16:20,T10,413,12,3
T10_d12_413_b_3,2022-04-15 16:20,T10,413,12,3
T10_d13_413_a_3,2022-04-16 13:40,T10,413,13,3
T10_d13_413_b_3,2022-04-16 13:40,T10,413,13,3
T10_d14_413_a_3,2022-04-17 15:19,T10,413,14,3
T10_d14_413_b_3,2022-04-17 15:19,T10,413,14,3
T10_d15_413_a_3,2022-04-18 15:46,T10,413,15,3
T10_d15_413_b_3,2022-04-18 15:46,T10,413,15,3
T10_d16_413_a_3,2022-04-19 12:23,T10,413,16,3
T10_d16_413_b_3,2022-04-19 12:23,T10,413,16,3
T10_d17_413_a_4,2022-04-20 12:15,T10,413,17,4
T10_d17_413_b_4,2022-04-20 12:15,T10,413,17,4
T10_d18_413_a_4,2022-04-21 13:44,T10,413,18,4
T10_d18_413_b_4,2022-04-21 13:44,T10,413,18,4
T10_d19_413_a_4,2022-04-22 12:58,T10,413,19,4
T10_d19_413_b_4,2022-04-22 12:59,T10,413,19,4
T10_d20_413_a_4,2022-04-23 12:40,T10,413,20,4
T10_d20_413_b_4,2022-04-23 12:40,T10,413,20,4
T10_d21_413_a_4,2022-04-24 14:43,T10,413,21,4
T10_d21_413_b_4,2022-04-24 14:43,T10,413,21,4
T10_d22_413_a_4,2022-04-25 14:37,T10,413,22,4
T10_d22_413_b_4,2022-04-25 14:37,T10,413,22,4
T10_d23_413_a_4,2022-04-26 12:02,T10,413,23,4
T10_d23_413_b_4,2022-04-26 12:02,T10,413,23,4
T10_d24_413_a_5,2022-04-27 15:25,T10,413,24,5
T10_d24_413_b_5,2022-04-27 15:25,T10,413,24,5
T10_d25_413_a_5,2022-04-28 18:01,T10,413,25,5
T10_d25_413_b_5,2022-04-28 18:01,T10,413,25,5
T10_d26_413_a_5,2022-04-29 14:26,T10,413,26,5
T10_d26_413_b_5,2022-04-29 14:26,T10,413,26,5
T10_d01_415_a_1,2022-04-04 10:52,T10,415,1,1
T10_d01_415_b_1,2022-04-04 10:52,T10,415,1,1
T10_d02_415_a_1,2022-04-05 11:29,T10,415,2,1
T10_d02_415_b_1,2022-04-05 11:29,T10,415,2,1
T10_d03_415_a_1,2022-04-06 12:01,T10,415,3,1
T10_d03_415_b_1,2022-04-06 12:01,T10,415,3,1
T10_d04_415_a_1,2022-04-07 11:34,T10,415,4,1
T10_d04_415_b_1,2022-04-07 11:34,T10,415,4,1
T10_d05_415_a_1,2022-04-08 12:20,T10,415,5,1
T10_d05_415_b_1,2022-04-08 12:20,T10,415,5,1
T10_d06_415_a_1,2022-04-09 12:36,T10,415,6,1
T10_d06_415_b_1,2022-04-09 12:36,T10,415,6,1
T10_d07_415_a_2,2022-04-10 12:54,T10,415,7,2
T10_d07_415_b_2,2022-04-10 12:54,T10,415,7,2
T10_d08_415_a_2,2022-04-11 11:58,T10,415,8,2
T10_d08_415_b_2,2022-04-11 11:58,T10,415,8,2
T10_d09_415_a_2,2022-04-12 12:27,T10,415,9,2
T10_d09_415_b_2,2022-04-12 12:27,T10,415,9,2
T10_d10_415_a_2,2022-04-13 11:58,T10,415,10,2
T10_d10_415_b_2,2022-04-13 11:58,T10,415,10,2
T10_d11_415_a_3,2022-04-14 12:43,T10,415,11,3
T10_d11_415_b_3,2022-04-14 12:43,T10,415,11,3
T10_d12_415_a_3,2022-04-15 16:50,T10,415,12,3
T10_d12_415_b_3,2022-04-15 16:50,T10,415,12,3
T10_d13_415_a_3,2022-04-16 14:28,T10,415,13,3
T10_d13_415_b_3,2022-04-16 14:28,T10,415,13,3
T10_d14_415_a_3,2022-04-17 15:46,T10,415,14,3
T10_d14_415_b_3,2022-04-17 15:47,T10,415,14,3
T10_d15_415_a_3,2022-04-18 16:34,T10,415,15,3
T10_d15_415_b_3,2022-04-18 16:34,T10,415,15,3
T10_d16_415_a_3,2022-04-19 13:11,T10,415,16,3
T10_d16_415_b_3,2022-04-19 13:11,T10,415,16,3
T10_d17_415_a_4,2022-04-20 12:50,T10,415,17,4
T10_d17_415_b_4,2022-04-20 12:50,T10,415,17,4
T10_d18_415_a_4,2022-04-21 14:09,T10,415,18,4
T10_d18_415_b_4,2022-04-21 14:09,T10,415,18,4
T10_d19_415_a_4,2022-04-22 13:23,T10,415,19,4
T10_d19_415_b_4,2022-04-22 13:23,T10,415,19,4
T10_d20_415_a_4,2022-04-23 13:51,T10,415,20,4
T10_d20_415_b_4,2022-04-23 13:51,T10,415,20,4
T10_d21_415_a_4,2022-04-24 15:05,T10,415,21,4
T10_d21_415_b_4,2022-04-24 15:05,T10,415,21,4
T10_d22_415_a_4,2022-04-25 15:56,T10,415,22,4
T10_d22_415_b_4,2022-04-25 15:56,T10,415,22,4
T10_d23_415_a_5,2022-04-26 12:53,T10,415,23,5
T10_d23_415_b_5,2022-04-26 12:53,T10,415,23,5
T10_d24_415_a_5,2022-04-27 16:37,T10,415,24,5
T10_d24_415_b_5,2022-04-27 16:37,T10,415,24,5
T10_d25_415_a_5,2022-04-28 19:38,T10,415,25,5
T10_d25_415_b_5,2022-04-28 19:38,T10,415,25,5
T10_d26_415_a_5,2022-04-29 15:06,T10,415,26,5
T10_d26_415_b_5,2022-04-29 15:06,T10,415,26,5
Tam_d01_417_a_1,2022-04-04 18:07,Tam,417,1,1
Tam_d01_417_b_1,2022-04-04 18:07,Tam,417,1,1
Tam_d02_417_a_1,2022-04-05 17:22,Tam,417,2,1
Tam_d02_417_b_1,2022-04-05 17:22,Tam,417,2,1
Tam_d03_417_a_2,2022-04-06 18:39,Tam,417,3,2
Tam_d03_417_b_2,2022-04-06 18:39,Tam,417,3,2
Tam_d04_417_a_2,2022-04-07 17:14,Tam,417,4,2
Tam_d04_417_b_2,2022-04-07 17:14,Tam,417,4,2
Tam_d05_417_a_3,2022-04-08 18:20,Tam,417,5,3
Tam_d05_417_b_3,2022-04-08 18:20,Tam,417,5,3
Tam_d06_417_a_3,2022-04-09 17:41,Tam,417,6,3
Tam_d06_417_b_3,2022-04-09 17:41,Tam,417,6,3
Tam_d07_417_a_4,2022-04-10 16:48,Tam,417,7,4
Tam_d07_417_b_4,2022-04-10 16:49,Tam,417,7,4
Tam_d08_417_a_4,2022-04-11 17:38,Tam,417,8,4
Tam_d08_417_b_4,2022-04-11 17:38,Tam,417,8,4
Tam_d09_417_a_5,2022-04-12 17:11,Tam,417,9,5
Tam_d09_417_b_5,2022-04-12 17:11,Tam,417,9,5
Tam_d10_417_a_5,2022-04-13 15:29,Tam,417,10,5
Tam_d10_417_b_5,2022-04-13 15:29,Tam,417,10,5
Tam_d11_417_a_5,2022-04-14 17:52,Tam,417,11,5
Tam_d11_417_b_5,2022-04-14 17:53,Tam,417,11,5
Tam_d01_419_a_1,2022-04-04 18:45,Tam,419,1,1
Tam_d01_419_b_1,2022-04-04 18:45,Tam,419,1,1
Tam_d02_419_a_1,2022-04-05 16:57,Tam,419,2,1
Tam_d02_419_b_1,2022-04-05 16:57,Tam,419,2,1
Tam_d03_419_a_1,2022-04-06 19:13,Tam,419,3,1
Tam_d03_419_b_1,2022-04-06 19:13,Tam,419,3,1
Tam_d04_419_a_2,2022-04-07 17:46,Tam,419,4,2
Tam_d04_419_b_2,2022-04-07 17:46,Tam,419,4,2
Tam_d05_419_a_2,2022-04-08 18:58,Tam,419,5,2
Tam_d05_419_b_2,2022-04-08 18:58,Tam,419,5,2
Tam_d06_419_a_2,2022-04-09 18:06,Tam,419,6,2
Tam_d06_419_b_2,2022-04-09 18:06,Tam,419,6,2
Tam_d07_419_a_3,2022-04-10 17:10,Tam,419,7,3
Tam_d07_419_b_3,2022-04-10 17:10,Tam,419,7,3
Tam_d08_419_a_4,2022-04-11 18:09,Tam,419,8,4
Tam_d08_419_b_4,2022-04-11 18:09,Tam,419,8,4
Tam_d09_419_a_5,2022-04-12 17:47,Tam,419,9,5
Tam_d09_419_b_5,2022-04-12 17:47,Tam,419,9,5
Tam_d10_419_a_5,2022-04-13 15:08,Tam,419,10,5
Tam_d10_419_b_5,2022-04-13 15:08,Tam,419,10,5
Tam_d11_419_a_5,2022-04-14 18:36,Tam,419,11,5
Tam_d11_419_b_5,2022-04-14 18:36,Tam,419,11,5
T10_d01_420_a_1,2022-04-04 12:05,T10,420,1,1
T10_d01_420_b_1,2022-04-04 12:05,T10,420,1,1
T10_d02_420_a_1,2022-04-05 12:04,T10,420,2,1
T10_d02_420_b_1,2022-04-05 12:04,T10,420,2,1
T10_d03_420_a_1,2022-04-06 11:23,T10,420,3,1
T10_d03_420_b_1,2022-04-06 11:23,T10,420,3,1
T10_d04_420_a_1,2022-04-07 10:57,T10,420,4,1
T10_d04_420_b_1,2022-04-07 10:57,T10,420,4,1
T10_d05_420_a_1,2022-04-08 11:37,T10,420,5,1
T10_d05_420_b_1,2022-04-08 11:37,T10,420,5,1
T10_d06_420_a_1,2022-04-09 12:01,T10,420,6,1
T10_d06_420_b_1,2022-04-09 12:01,T10,420,6,1
T10_d07_420_a_1,2022-04-10 11:55,T10,420,7,1
T10_d07_420_b_1,2022-04-10 11:55,T10,420,7,1
T10_d08_420_a_1,2022-04-11 11:21,T10,420,8,1
T10_d08_420_b_1,2022-04-11 11:21,T10,420,8,1
T10_d09_420_a_2,2022-04-12 11:35,T10,420,9,2
T10_d09_420_b_2,2022-04-12 11:35,T10,420,9,2
T10_d10_420_a_2,2022-04-13 11:28,T10,420,10,2
T10_d10_420_b_2,2022-04-13 11:29,T10,420,10,2
T10_d11_420_a_2,2022-04-14 11:59,T10,420,11,2
T10_d11_420_b_2,2022-04-14 11:59,T10,420,11,2
T10_d12_420_a_2,2022-04-15 16:20,T10,420,12,2
T10_d12_420_b_2,2022-04-15 16:20,T10,420,12,2
